text,id,tweet,tweet_token,token_prediction,sentence_prediction,sentence_prediction_prob
Being sick with a sick wife and a sick kid isn't the most ideal way to spend a weekend.,1368334885807665158,Being sick with a sick wife and a sick kid isn't the most ideal way to spend a weekend.,"['Being', 'sick', 'with', 'a', 'sick', 'wife', 'and', 'a', 'sick', 'kid', ""isn't"", 'the', 'most', 'ideal', 'way', 'to', 'spend', 'a', 'weekend', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9990256
@MavenOfMayhem they make me sick,1368334885459484674,@MavenOfMayhem they make me sick,"['@USER', 'they', 'make', 'me', 'sick']","O,O,O,O,O",0,0.9949764
@jay_thediamond bro im so sick of you 😭,1368334885329440770,@jay_thediamond bro im so sick of you 😭,"['@USER', 'bro', 'im', 'so', 'sick', 'of', 'you', '😭']","O,O,O,O,O,O,O,O",0,0.99818265
"@CeireSha We have a really strong kid. But even he said a few weeks ago he's sick of get up, school work, eat and sleep. Hope you're little un is OK x",1368334884880715778,"@CeireSha We have a really strong kid. But even he said a few weeks ago he's sick of get up, school work, eat and sleep. Hope you're little un is OK x","['@USER', 'We', 'have', 'a', 'really', 'strong', 'kid', '.', 'But', 'even', 'he', 'said', 'a', 'few', 'weeks', 'ago', ""he's"", 'sick', 'of', 'get', 'up', ',', 'school', 'work', ',', 'eat', 'and', 'sleep', '.', 'Hope', ""you're"", 'little', 'un', 'is', 'OK', 'x']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9980703
@phrenectomy this is so sick,1368334880493481988,@phrenectomy this is so sick,"['@USER', 'this', 'is', 'so', 'sick']","O,O,O,O,O",0,0.99836975
"@SonicStarGenie I know it's hard, but it's for your health and well being, Obesity is a horrible way to live, i'm a bit over 200, 214 last i checked, and lemme say, keep working out and lose the pounds, if you don't you could die, and i don't want to see you become sick.",1368334875028295682,"@SonicStarGenie I know it's hard, but it's for your health and well being, Obesity is a horrible way to live, i'm a bit over 200, 214 last i checked, and lemme say, keep working out and lose the pounds, if you don't you could die, and i don't want to see you become sick.","['@USER', 'I', 'know', ""it's"", 'hard', ',', 'but', ""it's"", 'for', 'your', 'health', 'and', 'well', 'being', ',', 'Obesity', 'is', 'a', 'horrible', 'way', 'to', 'live', ',', ""i'm"", 'a', 'bit', 'over', '200', ',', '214', 'last', 'i', 'checked', ',', 'and', 'lemme', 'say', ',', 'keep', 'working', 'out', 'and', 'lose', 'the', 'pounds', ',', 'if', 'you', ""don't"", 'you', 'could', 'die', ',', 'and', 'i', ""don't"", 'want', 'to', 'see', 'you', 'become', 'sick', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.997509
I’m sick https://t.co/2GKRuhFwwz,1368334872893218818,I'm sick https://t.co/2GKRuhFwwz,"[""I'm"", 'sick', 'HTTPURL']","O,O,O",0,0.99836546
@CocoMuir_ That hoodie is sick wow. I wish I had one.,1368334858687234048,@CocoMuir_ That hoodie is sick wow. I wish I had one.,"['@USER', 'That', 'hoodie', 'is', 'sick', 'wow', '.', 'I', 'wish', 'I', 'had', 'one', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9669147
"I’m having my first guest over, since quarantine happened last yr. I’m kinda nervous. I take the virus seriously.... but I’m all fairness, I think I was one of the first people to contact Covid last yr in March. I never tested but I was super sick I almost died.",1368334852018249728,"I'm having my first guest over, since quarantine happened last yr. I'm kinda nervous. I take the virus seriously.... but I'm all fairness, I think I was one of the first people to contact Covid last yr in March. I never tested but I was super sick I almost died.","[""I'm"", 'having', 'my', 'first', 'guest', 'over', ',', 'since', 'quarantine', 'happened', 'last', 'yr', '.', ""I'm"", 'kinda', 'nervous', '.', 'I', 'take', 'the', 'virus', 'seriously', '.', '.', '.', '.', 'but', ""I'm"", 'all', 'fairness', ',', 'I', 'think', 'I', 'was', 'one', 'of', 'the', 'first', 'people', 'to', 'contact', 'Covid', 'last', 'yr', 'in', 'March', '.', 'I', 'never', 'tested', 'but', 'I', 'was', 'super', 'sick', 'I', 'almost', 'died', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9908047
"@AlmostMedia @alexlmiller That's a tad unfair. It's one thing if the meal caused the food poisoning. But unless I'm wildly underestimating Alex's cooking ability I'm fairly certain his ribs didn't cause the insurrection.  Also, ""insurrection ribs"" is a great name for a dish.",1368334850588110848,"@AlmostMedia @alexlmiller That's a tad unfair. It's one thing if the meal caused the food poisoning. But unless I'm wildly underestimating Alex's cooking ability I'm fairly certain his ribs didn't cause the insurrection.  Also, ""insurrection ribs"" is a great name for a dish.","['@USER', '@USER', ""That's"", 'a', 'tad', 'unfair', '.', ""It's"", 'one', 'thing', 'if', 'the', 'meal', 'caused', 'the', 'food', 'poisoning', '.', 'But', 'unless', ""I'm"", 'wildly', 'underestimating', ""Alex's"", 'cooking', 'ability', ""I'm"", 'fairly', 'certain', 'his', 'ribs', ""didn't"", 'cause', 'the', 'insurrection', '.', 'Also', ',', '""', 'insurrection', 'ribs', '""', 'is', 'a', 'great', 'name', 'for', 'a', 'dish', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9654919
"@Maxwell02720596 @jimstewartson @projectthinkin No.  I follow @patriottakes for that.(thank you PT!) But I know it is sick, twisted, vile. Often inexplicable. I know anonymity helps things go really dark, really quickly. There will always be sociopaths, racists, conspiracy promoters...&amp; worse. But I’m not yet beyond hope. #TTP",1368334846313988099,"@Maxwell02720596 @jimstewartson @projectthinkin No.  I follow @patriottakes for that.(thank you PT!) But I know it is sick, twisted, vile. Often inexplicable. I know anonymity helps things go really dark, really quickly. There will always be sociopaths, racists, conspiracy promoters...&amp; worse. But I'm not yet beyond hope. #TTP","['@USER', '@USER', '@USER', 'No', '.', 'I', 'follow', '@USER', 'for', 'that', '.', '(', 'thank', 'you', 'PT', '!', ')', 'But', 'I', 'know', 'it', 'is', 'sick', ',', 'twisted', ',', 'vile', '.', 'Often', 'inexplicable', '.', 'I', 'know', 'anonymity', 'helps', 'things', 'go', 'really', 'dark', ',', 'really', 'quickly', '.', 'There', 'will', 'always', 'be', 'sociopaths', ',', 'racists', ',', 'conspiracy', 'promoters', '.', '.', '.', '&amp;', 'worse', '.', 'But', ""I'm"", 'not', 'yet', 'beyond', 'hope', '.', '#TTP']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9988048
"@JosephR98419741 @zu326 @AOC Couldn't agree more.  Its an ideological war being played by the radical left, and they're using compassion for the oppressed as a political trojan horse. Truly sick.  And they won't engage in discussion because you either agree with them, or you're a nazi.",1368334839892574216,"@JosephR98419741 @zu326 @AOC Couldn't agree more.  Its an ideological war being played by the radical left, and they're using compassion for the oppressed as a political trojan horse. Truly sick.  And they won't engage in discussion because you either agree with them, or you're a nazi.","['@USER', '@USER', '@USER', ""Couldn't"", 'agree', 'more', '.', 'Its', 'an', 'ideological', 'war', 'being', 'played', 'by', 'the', 'radical', 'left', ',', 'and', ""they're"", 'using', 'compassion', 'for', 'the', 'oppressed', 'as', 'a', 'political', 'trojan', 'horse', '.', 'Truly', 'sick', '.', 'And', 'they', ""won't"", 'engage', 'in', 'discussion', 'because', 'you', 'either', 'agree', 'with', 'them', ',', 'or', ""you're"", 'a', 'nazi', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9982381
"@FlorenceEssie @fie_am @etrelldav these people are sick in the head which proves they don’t have real friendships. Besides, they don’t even know soulmates have different meanings which validates their ignorance. Hell let them think whatever they want. Sh*t they don’t know us from a bag of rocks. 🤞🏽❤️",1368334837384441858,"@FlorenceEssie @fie_am @etrelldav these people are sick in the head which proves they don't have real friendships. Besides, they don't even know soulmates have different meanings which validates their ignorance. Hell let them think whatever they want. Sh*t they don't know us from a bag of rocks. 🤞🏽❤️","['@USER', '@USER', '@USER', 'these', 'people', 'are', 'sick', 'in', 'the', 'head', 'which', 'proves', 'they', ""don't"", 'have', 'real', 'friendships', '.', 'Besides', ',', 'they', ""don't"", 'even', 'know', 'soulmates', 'have', 'different', 'meanings', 'which', 'validates', 'their', 'ignorance', '.', 'Hell', 'let', 'them', 'think', 'whatever', 'they', 'want', '.', 'Sh*t', 'they', ""don't"", 'know', 'us', 'from', 'a', 'bag', 'of', 'rocks', '.', '🤞🏽❤️']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.99826825
@quietale @bigfuckinhater a fan w cancer asked to ft her and she was like ‘dm me’ and then she blocked them??! like she’s so sick,1368334828429578244,@quietale @bigfuckinhater a fan w cancer asked to ft her and she was like ‘dm me' and then she blocked them??! like she's so sick,"['@USER', '@USER', 'a', 'fan', 'w', 'cancer', 'asked', 'to', 'ft', 'her', 'and', 'she', 'was', 'like', '‘dm', ""me'"", 'and', 'then', 'she', 'blocked', 'them', '?', '?', '!', 'like', ""she's"", 'so', 'sick']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9985197
@angrylatinafrvr the superstraight hashtag is making me sick,1368334827498450947,@angrylatinafrvr the superstraight hashtag is making me sick,"['@USER', 'the', 'superstraight', 'hashtag', 'is', 'making', 'me', 'sick']","O,O,O,O,O,O,O,O",0,0.9987834
twitter actually really sick for not letting you delete messages in dm’s,1368334821940924419,twitter actually really sick for not letting you delete messages in dm's,"['twitter', 'actually', 'really', 'sick', 'for', 'not', 'letting', 'you', 'delete', 'messages', 'in', ""dm's""]","O,O,O,O,O,O,O,O,O,O,O,O",0,0.9987814
You sick shits need to stop with the drama and mind your own business.,1368334816404443138,You sick shits need to stop with the drama and mind your own business.,"['You', 'sick', 'shits', 'need', 'to', 'stop', 'with', 'the', 'drama', 'and', 'mind', 'your', 'own', 'business', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9988223
Kilian Princess is being discontinued and there are no more full sizes available anywhere... I’m sick.,1368334811870461960,Kilian Princess is being discontinued and there are no more full sizes available anywhere... I'm sick.,"['Kilian', 'Princess', 'is', 'being', 'discontinued', 'and', 'there', 'are', 'no', 'more', 'full', 'sizes', 'available', 'anywhere', '.', '.', '.', ""I'm"", 'sick', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9957949
"@SteelerGirl68 They don't gaf about anyone suffering during this pandemic but the rich get tax cuts to try and ""provide jobs"" without any clause in the bill to hold them accountable and ACTUALLY ensuring they follow through and or pay their employees what they deserve, im sick of it",1368334811136462849,"@SteelerGirl68 They don't gaf about anyone suffering during this pandemic but the rich get tax cuts to try and ""provide jobs"" without any clause in the bill to hold them accountable and ACTUALLY ensuring they follow through and or pay their employees what they deserve, im sick of it","['@USER', 'They', ""don't"", 'gaf', 'about', 'anyone', 'suffering', 'during', 'this', 'pandemic', 'but', 'the', 'rich', 'get', 'tax', 'cuts', 'to', 'try', 'and', '""', 'provide', 'jobs', '""', 'without', 'any', 'clause', 'in', 'the', 'bill', 'to', 'hold', 'them', 'accountable', 'and', 'ACTUALLY', 'ensuring', 'they', 'follow', 'through', 'and', 'or', 'pay', 'their', 'employees', 'what', 'they', 'deserve', ',', 'im', 'sick', 'of', 'it']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.998547
@crazyterrain She was sick for that,1368334809320353794,@crazyterrain She was sick for that,"['@USER', 'She', 'was', 'sick', 'for', 'that']","O,O,O,O,O,O",0,0.99833256
@ImSpeaking13 Here name just makes me sick 😑,1368334806359085057,@ImSpeaking13 Here name just makes me sick 😑,"['@USER', 'Here', 'name', 'just', 'makes', 'me', 'sick', '😑']","O,O,O,O,O,O,O,O",0,0.9959241
@Judekarma909 My Grandsons parents got their second shot yesterday.  They are both sick as shit. I tested positive a few months back and never had a sniffle.  Not really selling me at this point.,1368334802227716097,@Judekarma909 My Grandsons parents got their second shot yesterday.  They are both sick as shit. I tested positive a few months back and never had a sniffle.  Not really selling me at this point.,"['@USER', 'My', 'Grandsons', 'parents', 'got', 'their', 'second', 'shot', 'yesterday', '.', 'They', 'are', 'both', 'sick', 'as', 'shit', '.', 'I', 'tested', 'positive', 'a', 'few', 'months', 'back', 'and', 'never', 'had', 'a', 'sniffle', '.', 'Not', 'really', 'selling', 'me', 'at', 'this', 'point', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",1,0.85280883
"@Jim_Jordan You are definitely not a Neanderthal. They cared for each, other took care of their sick and elderly. You and your ilk are low rent Sith.",1368334800751300610,"@Jim_Jordan You are definitely not a Neanderthal. They cared for each, other took care of their sick and elderly. You and your ilk are low rent Sith.","['@USER', 'You', 'are', 'definitely', 'not', 'a', 'Neanderthal', '.', 'They', 'cared', 'for', 'each', ',', 'other', 'took', 'care', 'of', 'their', 'sick', 'and', 'elderly', '.', 'You', 'and', 'your', 'ilk', 'are', 'low', 'rent', 'Sith', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9972791
"@gaslightingwom1 Like many, getting heartily sick of this manufactured, narcissistic 'me, fucking me, and more fucking me' snowflake woke shit. Extremely wearisome.",1368334794308878338,"@gaslightingwom1 Like many, getting heartily sick of this manufactured, narcissistic 'me, fucking me, and more fucking me' snowflake woke shit. Extremely wearisome.","['@USER', 'Like', 'many', ',', 'getting', 'heartily', 'sick', 'of', 'this', 'manufactured', ',', 'narcissistic', ""'me"", ',', 'fucking', 'me', ',', 'and', 'more', 'fucking', ""me'"", 'snowflake', 'woke', 'shit', '.', 'Extremely', 'wearisome', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9987973
@SBSNews Go the hell away I’m sick to death of this I’m not interested not go to.   But bugger off once and for all...,1368334793021157377,@SBSNews Go the hell away I'm sick to death of this I'm not interested not go to.   But bugger off once and for all...,"['@USER', 'Go', 'the', 'hell', 'away', ""I'm"", 'sick', 'to', 'death', 'of', 'this', ""I'm"", 'not', 'interested', 'not', 'go', 'to', '.', 'But', 'bugger', 'off', 'once', 'and', 'for', 'all', '.', '.', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9986369
"@ifthisistheend my brother!! he actually has more right next to those once’s, including a really sick legitimate LOTR dagger",1368334791200944134,"@ifthisistheend my brother!! he actually has more right next to those once's, including a really sick legitimate LOTR dagger","['@USER', 'my', 'brother', '!', '!', 'he', 'actually', 'has', 'more', 'right', 'next', 'to', 'those', ""once's"", ',', 'including', 'a', 'really', 'sick', 'legitimate', 'LOTR', 'dagger']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.99588805
all men don’t cheat but that 98.7% of y’all that do make me sick,1368334789678338057,all men don't cheat but that 98.7% of y'all that do make me sick,"['all', 'men', ""don't"", 'cheat', 'but', 'that', '98', '.', '7%', 'of', ""y'all"", 'that', 'do', 'make', 'me', 'sick']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9983529
This is the reason why I will never be a solo stan. This whole mentions and hashtag thing makes me feel sick actually like it's too much. I will never understand.,1368334788281655296,This is the reason why I will never be a solo stan. This whole mentions and hashtag thing makes me feel sick actually like it's too much. I will never understand.,"['This', 'is', 'the', 'reason', 'why', 'I', 'will', 'never', 'be', 'a', 'solo', 'stan', '.', 'This', 'whole', 'mentions', 'and', 'hashtag', 'thing', 'makes', 'me', 'feel', 'sick', 'actually', 'like', ""it's"", 'too', 'much', '.', 'I', 'will', 'never', 'understand', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9986137
@mushroom_vomit TRUE sigh,1368334787941916672,@mushroom_vomit TRUE sigh,"['@USER', 'TRUE', 'sigh']","O,O,O",0,0.99280953
To my twitch followers I will not be on tonight do to the fact that my sick sorry,1368334781734297601,To my twitch followers I will not be on tonight do to the fact that my sick sorry,"['To', 'my', 'twitch', 'followers', 'I', 'will', 'not', 'be', 'on', 'tonight', 'do', 'to', 'the', 'fact', 'that', 'my', 'sick', 'sorry']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9986272
@Theresaroets911 Omg they are sick people ugh,1368334781264625664,@Theresaroets911 Omg they are sick people ugh,"['@USER', 'Omg', 'they', 'are', 'sick', 'people', 'ugh']","O,O,O,O,O,O,O",0,0.9949262
@TheUnionJohn1 Sick,1368334780023115786,@TheUnionJohn1 Sick,"['@USER', 'Sick']","O,O",0,0.99120444
"@ItsMrsRabbitToU Hi Jessica, So sorry you and your precious family are sick , here is some medication to keep in the house for nausea ( Zofran)Also the ginger candy &amp; peppermint drops can help , plus Ginger ale &amp; saltine crackers , &amp; jello. Get well quickly.❤️🙏👍  https://t.co/9raDyzLzMT https://t.co/cDtGdLVYfO",1368334768157253633,"@ItsMrsRabbitToU Hi Jessica, So sorry you and your precious family are sick , here is some medication to keep in the house for nausea ( Zofran)Also the ginger candy &amp; peppermint drops can help , plus Ginger ale &amp; saltine crackers , &amp; jello. Get well quickly.❤️🙏👍  https://t.co/9raDyzLzMT https://t.co/cDtGdLVYfO","['@USER', 'Hi', 'Jessica', ',', 'So', 'sorry', 'you', 'and', 'your', 'precious', 'family', 'are', 'sick', ',', 'here', 'is', 'some', 'medication', 'to', 'keep', 'in', 'the', 'house', 'for', 'nausea', '(', 'Zofran', ')', 'Also', 'the', 'ginger', 'candy', '&amp;', 'peppermint', 'drops', 'can', 'help', ',', 'plus', 'Ginger', 'ale', '&amp;', 'saltine', 'crackers', ',', '&amp;', 'jello', '.', 'Get', 'well', 'quickly', '.', '❤️🙏👍', 'HTTPURL', 'HTTPURL']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9149764
These people are evil and sick! https://t.co/BAS240y9Mn,1368334757013188608,These people are evil and sick! https://t.co/BAS240y9Mn,"['These', 'people', 'are', 'evil', 'and', 'sick', '!', 'HTTPURL']","O,O,O,O,O,O,O,O",0,0.9983491
ryan trousers is a sick man https://t.co/6HACz5y4o4,1368334753926111232,ryan trousers is a sick man https://t.co/6HACz5y4o4,"['ryan', 'trousers', 'is', 'a', 'sick', 'man', 'HTTPURL']","O,O,O,O,O,O,O",0,0.9985025
"@BrendonMilligan @john_sipher @_SalmanAnwar Yea, I hate the teeth joke. Cosmetically they aren't concerned but when it comes to health of teeth they are one of the best in the world. Pretty much just sick of hearing over a decade of jokes about my English husbands teeth. When people haven't even met him.",1368334749002051595,"@BrendonMilligan @john_sipher @_SalmanAnwar Yea, I hate the teeth joke. Cosmetically they aren't concerned but when it comes to health of teeth they are one of the best in the world. Pretty much just sick of hearing over a decade of jokes about my English husbands teeth. When people haven't even met him.","['@USER', '@USER', '@USER', 'Yea', ',', 'I', 'hate', 'the', 'teeth', 'joke', '.', 'Cosmetically', 'they', ""aren't"", 'concerned', 'but', 'when', 'it', 'comes', 'to', 'health', 'of', 'teeth', 'they', 'are', 'one', 'of', 'the', 'best', 'in', 'the', 'world', '.', 'Pretty', 'much', 'just', 'sick', 'of', 'hearing', 'over', 'a', 'decade', 'of', 'jokes', 'about', 'my', 'English', 'husbands', 'teeth', '.', 'When', 'people', ""haven't"", 'even', 'met', 'him', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.99843603
this is so sick and twisted i jist want my coffee and i drank all of it earlier today and didn't know and i put my ice and everything and now i have no coffee so sick and twisted im having a crisis i need my coffee,1368334740936404993,this is so sick and twisted i jist want my coffee and i drank all of it earlier today and didn't know and i put my ice and everything and now i have no coffee so sick and twisted im having a crisis i need my coffee,"['this', 'is', 'so', 'sick', 'and', 'twisted', 'i', 'jist', 'want', 'my', 'coffee', 'and', 'i', 'drank', 'all', 'of', 'it', 'earlier', 'today', 'and', ""didn't"", 'know', 'and', 'i', 'put', 'my', 'ice', 'and', 'everything', 'and', 'now', 'i', 'have', 'no', 'coffee', 'so', 'sick', 'and', 'twisted', 'im', 'having', 'a', 'crisis', 'i', 'need', 'my', 'coffee']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",1,0.7175079
So in one year all they’ve managed to do is add a vomit coloured tick and two lines on either side? Nike are a disgrace https://t.co/4lG0CCAHNx,1368334740894277633,So in one year all they've managed to do is add a vomit coloured tick and two lines on either side? Nike are a disgrace https://t.co/4lG0CCAHNx,"['So', 'in', 'one', 'year', 'all', ""they've"", 'managed', 'to', 'do', 'is', 'add', 'a', 'vomit', 'coloured', 'tick', 'and', 'two', 'lines', 'on', 'either', 'side', '?', 'Nike', 'are', 'a', 'disgrace', 'HTTPURL']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.99880755
"Wow. Holy shit, he is definitely one to watch, has a sick personality too. Great fight #UFC259 https://t.co/d2wcfm10aX",1368334736075206657,"Wow. Holy shit, he is definitely one to watch, has a sick personality too. Great fight #UFC259 https://t.co/d2wcfm10aX","['Wow', '.', 'Holy', 'shit', ',', 'he', 'is', 'definitely', 'one', 'to', 'watch', ',', 'has', 'a', 'sick', 'personality', 'too', '.', 'Great', 'fight', '#UFC259', 'HTTPURL']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.99807173
One time I drank half a bottle of cbd oil and just got diarrhea,1368334728059883522,One time I drank half a bottle of cbd oil and just got diarrhea,"['One', 'time', 'I', 'drank', 'half', 'a', 'bottle', 'of', 'cbd', 'oil', 'and', 'just', 'got', 'diarrhea']","O,O,O,O,O,O,O,O,B-food,O,O,O,O,B-symptom",1,0.930655
@tanisha_ann Just sick 😂🥴,1368334723811078145,@tanisha_ann Just sick 😂🥴,"['@USER', 'Just', 'sick', '😂🥴']","O,O,O,O",0,0.8771092
@licklerat YOOOO THATS SICK WHAT FLAVOR,1368334713144942605,@licklerat YOOOO THATS SICK WHAT FLAVOR,"['@USER', 'YOOOO', 'THATS', 'SICK', 'WHAT', 'FLAVOR']","O,O,O,O,O,O",0,0.9962857
@futureMDrach Puking into a bucket from the comfort of your own bed is the superior way to be sick anyway.,1368334713069342722,@futureMDrach Puking into a bucket from the comfort of your own bed is the superior way to be sick anyway.,"['@USER', 'Puking', 'into', 'a', 'bucket', 'from', 'the', 'comfort', 'of', 'your', 'own', 'bed', 'is', 'the', 'superior', 'way', 'to', 'be', 'sick', 'anyway', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9977969
@Shreliz @NwoReality Not send pictures to your sick twisted mind. This isnt right.,1368334711844651008,@Shreliz @NwoReality Not send pictures to your sick twisted mind. This isnt right.,"['@USER', '@USER', 'Not', 'send', 'pictures', 'to', 'your', 'sick', 'twisted', 'mind', '.', 'This', 'isnt', 'right', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9963152
@chisportsfan_ @Jack31Shea @usethemetrics This fucking group of talentless pieces of shit should never play fucking basketball again. Makes me sick.,1368334708338212865,@chisportsfan_ @Jack31Shea @usethemetrics This fucking group of talentless pieces of shit should never play fucking basketball again. Makes me sick.,"['@USER', '@USER', '@USER', 'This', 'fucking', 'group', 'of', 'talentless', 'pieces', 'of', 'shit', 'should', 'never', 'play', 'fucking', 'basketball', 'again', '.', 'Makes', 'me', 'sick', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.9969791
"@strizy This is fucking sick man, love the color scheme.   I'm definitely using this shit, haha",1368334706350186498,"@strizy This is fucking sick man, love the color scheme.   I'm definitely using this shit, haha","['@USER', 'This', 'is', 'fucking', 'sick', 'man', ',', 'love', 'the', 'color', 'scheme', '.', ""I'm"", 'definitely', 'using', 'this', 'shit', ',', 'haha']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.99793005
Gift wrapped these bums the title smh I'm sick. We slapping them next Saturday.,1368334700079628290,Gift wrapped these bums the title smh I'm sick. We slapping them next Saturday.,"['Gift', 'wrapped', 'these', 'bums', 'the', 'title', 'smh', ""I'm"", 'sick', '.', 'We', 'slapping', 'them', 'next', 'Saturday', '.']","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0,0.99864763
